,Unnamed: 0,text,star,original,cluster,action_cluster
6391,6391,"['fridge', 'good', 'compressor', 'issue', 'within', 'day', 'still', 'try', 'get', 'one', 'come', 'service', 'fridge', 'bad', 'experience', 'item', 'try', 'get', 'support', 'person', 'repair', 'fridge', 'month', 'try', 'hard', 'get', 'replacement', 'product']",1,The fridge was good but the compressor had issues within 45 days. I'm still trying to get some one to come and service the fridge. The worst experience I have had with an item. I have been trying to get a support person to repair the fridge for 3 months now. I'm trying hard to get a replacement for this product,0,1
6392,6392,"['fridge', 'dent', 'backside']",1,Fridge was dented from backside,0,6
6393,6393,"['fridge', 'give', 'problem', 'since', 'day', 'onewater', 'leakage', 'every', 'single', 'monthand', 'lg', 'replace', 'cloud', 'tail', 'sell', 'bad', 'inventory', 'offline', 'shop', 'well', 'fridge', 'defect']",1,"This fridge has been giving me problems since day one.Water leakage every single month.And now LG is not replacing it.
Cloud tails sells worse inventory
The offline shops have better fridges with no defects",0,4
6394,6394,"['good', 'product', 'month', 'back', 'purchase', 'sensor', 'panel', 'work', 'repair', 'cost', 'around', 'one', 'year', 'warranty']",1,"Not a good product , 13 month back i purchased it , now all sensors of panel are not working , repairing cost is around 3K as only one year warranty.",0,4
6395,6395,"['get', 'installation', 'service', 'even', 'contact', 'multiple', 'time', 'install', 'able', 'add', 'device', 'ti', 'lg', 'thinq', 'iot', 'control', 'aswell']",1,I did not get installation service even after contacting multiple times. I had to install it myself. I am not able to add this device ti LG ThinQ for IoT control aswell,0,5
6396,6396,"['vegetable', 'tray', 'troublesome', 'pull', 'take', 'something', 'troublesome', 'put', 'stucks', 'side', 'would', 'ask', 'seller', 'replace', 'item', 'another', 'model', 'please', 'respond', 'urgently']",1,"The Vegetable tray is so troublesome. When you pull it out to take something from it, and then it is very troublesome to put in. It stucks on the sides. I would ask the seller to replace this item with some another model. Please respond urgently.",0,1
6397,6397,"['please', 'exchange', 'fridge', 'early']",1,Please exchange the fridge at the earliest !,0,4
6398,6398,"['call', 'lg', 'supervisor', 'come', 'saw', 'inspect', 'tried', 'end', 'ask', 'call', 'customer', 'care', 'complain', 'call', 'cc', 'complain', 'one', 'turn', 'till', 'date']",1,"Been calling the LG Supervisor. They came, saw inspected. tried from their end and then asked us to call Customer care and complain. Called up CC and complained and no one has turned up till date.",0,2
6399,6399,"['write', 'review', 'use', 'around', 'month', 'stop', 'work', 'twice', 'period', 'first', 'freezer', 'stop', 'work', 'fridge', 'highly', 'recommeded', 'even', 'buy', 'godrej', 'instead']",1,"Writing this review after using it around 11 months.

It stopped working twice in this period. First the freezer stops working then the fridge itself.

Highly NOT RECOMMEDED, you can even buy Godrej instead.",0,4
6400,6400,"['play', 'video', 'huge', 'capacious', 'huge', 'noise', 'maker', 'avoid', 'cost', 'amazon', 'help', 'sincerely', 'replace', 'unit', 'stick', 'horror']",1,"Play Video
Huge. And capacious.

But huge noise maker. Avoid at any cost.
Amazon didn't help is sincerely for replacing the unit. Now I am stuck with this. Such horror.",0,1
6401,6401,"['product', 'really', 'nice', 'like', 'amazon', 'service', 'checkout', 'cashback', 'suppose', 'give', 'recieved', 'never', 'expect', 'amazon']",1,"Product is really nice but didnt like amazon service, during checkout cashback was supposed to be given but i haven't recieved any of that. Never expected this from amazon.",0,1
6402,6402,"['extremely', 'unprofessional', 'response', 'amazon', 'courier', 'incharge', 'deliver', 'defective', 'product', 'take', 'back', 'day', 'buy', 'offline', 'pay', 'little', 'bit', 'worth', 'hassle', 'buy', 'amazon']",1,"Extremely unprofessional response from Amazon and the courier in-charge. Delivered a defective product and they're not taking it back. It's been over 10 days. Buy offline and pay a little bit more, it's worth the hassle. DON'T buy from Amazon.",0,2
6403,6403,"['bahut', 'bekar', 'quality', 'hai', 'lg', 'refrigerator', 'ki', 'compressor', 'ki', 'guarantee', 'hai', 'saal', 'bar', 'kharab', 'hota', 'hai', 'har', 'bar', 'rs', 'service', 'charge', 'le', 'lete', 'hai', 'quality', 'cheat', 'hai', 'lg', 'product', 'recommend', 'buy', 'lg', 'product', 'customer', 'service', 'bhi', 'zero', 'hai']",1,Bahut bekar quality hai LG refrigerators ki compressor ki guarantee to hai but saal me 3 4 bar kharab hota hai or har bar 800 900rs service charge le lete hai. Quality cheat hai LG products I don't recommend to buy LG products. Customer service bhi zero hai,0,5
6404,6404,"['defective', 'piece', 'deliver', 'big', 'product', 'delivery', 'issue', 'please', 'think', 'twice', 'offer', 'superb', 'defective', 'piece', 'deliver']",1,"Defective piece delivered
Big products delivery is a issue
Please think twice
Offers was superb but a defective piece delivered",0,1
6405,6405,"['buy', 'diwali', 'sale', 'receive', 'broken', 'fridge', 'internal', 'tray', 'break', 'chase', 'lg', 'days', 'get', 'tray', 'replacement']",1,"Bought this during Diwali Sale - But Received the Broken Fridge - Few Internal Tray(s) were broken 😔
I had to Chase LG for 20+Days to Get the Tray Replacement",0,2
6406,6406,"['product', 'good', 'delivery', 'procedure', 'house', 'pathetic', 'third', 'class', 'delivery', 'boy', 'arrogant', 'rude']",1,"Product is Good. But the delivery procedure to the house is pathetic, third class. Delivery boy was arrogant and rude.",0,2
6407,6407,"['photo', 'speak', 'quality', 'fridge', 'deliver', 'huge', 'dent']",1,Photos speak of the quality of fridge delivered. A huge dent,0,2
6408,6408,"['buy', 'product', 'product', 'work', 'good', 'month', 'year', 'sudden', 'compressor', 'die', 'lg', 'team', 'give', 'eta', 'replace', 'compressor', 'fail', 'model', 'lg', 'lot', 'warantty', 'claim', 'handle', 'stay', 'away', 'good', 'brand', 'search', 'apply', 'brain']",1,"Dont buy this product. Product works good for few months to 1-2 years, then all of sudden compressor will die. and LG team will not give any ETA on when they will replace the compressor. This is because this is a failed model from LG, and there are a lot of warantty claims as of now, which they can't handle. Stay away. there are better brands out there, search and apply brain.",0,1
6409,6409,"['recently', 'purchase', 'new', 'refrigerator', 'sale', 'defective', 'product', 'purchase', 'single', 'product', 'lg']",1,I am recently purchased new refrigerator but it sales defective product not purchase single product of LG,0,1
6410,6410,"['play', 'video', 'item', 'receive', 'damage', 'upper', 'door', 'packing']",1,"Play Video
Item received with damage on upper door and its packing",0,4
6411,6411,['like'],1,I don't like,0,3
6412,6412,"['unit', 'work', 'refund', 'money', 'immediately']",1,Unit not working at all. Refund money immediately.,0,1
6413,6413,"['huge', 'dent', 'present', 'corner', 'door', 'delivery', 'accept', 'delivery', 'personnel', 'good', 'inspect', 'every', 'thing', 'carefully', 'front']",1,Huge dent was present on corner of door. Delivery not accept. Delivery personnel was very good inspected every thing carefully in front of me,0,2
6414,6414,"['damged', 'item', 'send']",1,Damged item send,0,1
6415,6415,"['well', 'almost', 'year', 'use', 'fridge', 'really', 'happy', 'product', 'nearly', 'year', 'face', 'severe', 'issue', 'point', 'regret', 'purchase', 'fridge', 'temperature', 'keep', 'change', 'constantly', 'annoy', 'beep', 'sound', 'everytime', 'disabled', 'environment', 'monitoring', 'feature', 'stop', 'set', 'temperature', 'usage', 'pattern', 'surround', 'condition', 'also', 'help', 'become', 'utter', 'nuisance', 'raise', 'issue', 'lg', 'hop', 'solution', 'recommendation', 'buy', 'fridge']",2,"Well it's almost an year I am using this fridge. I was really happy with the product. But after nearly an year, I am facing severe issues with this, to the point that I now regret purchasing this fridge. The temperature keeps on changing by itself constantly with annoying beeping sound everytime. I have disabled the environment monitoring feature so that it stops setting temperature on usage patterns and surrounding conditions. But that also doesn't help. It has now become an utter nuisance. Raised issue with LG, hoping there's a solution.
My recommendation: DO NOT BUY THIS FRIDGE.",0,1
6416,6416,"['find', 'water', 'drainage', 'tray', 'result', 'leak', 'every', 'day', 'would', 'better', 'information', 'also', 'provide']",2,I didn't find water drainage tray in it which resulted in leaking after every 2-3 days. It would be better if this information is also provided.,0,1
6417,6417,"['even', 'multiple', 'call', 'installation', 'do', 'since', 'days']",1,"Even after multiple calls, installation not done since 15days",0,2
6418,6418,"['please', 'buy', 'product', 'waste', 'hard', 'earn', 'money', 'even', 'two', 'year', 'old', 'product', 'compressor', 'collapse', 'gas', 'issue', 'cool', 'properly', 'begin', 'smart', 'diagnostics', 'never', 'work', 'bad', 'product', 'amazon', 'extremely', 'disappointed', 'product', 'scrap', 'refrigerator', 'buy', 'spend', 'double', 'price', 'product', 'repair', 'even', 'complain', 'lg', 'ceo', 'desk', 'still', 'replacement', 'learnt', 'lession', 'buy', 'lg', 'product', 'future', 'percent', 'online']",1,"Please do not buy this product and waste your hard earned money. It not even two years old product the Compressor collapsed, Gass issues, Does not cool properly from begining and Smart diagnostics never worked. Worst product from Amazon & extremely disappointed. This product is just a scrap not a refrigerator at all. Buy it and spend double price of the product on repairs. I even complained to the LG CEO desk but still no replacement. I learnt a lession not to buy any LG product in future and that to 100 percent not online.",0,4
6419,6419,"['dislike', 'helper', 'come', 'along', 'box', 'delivery', 'person', 'tell', 'arrenge', 'helper']",1,"Dislike , no helper came along with box and the delivery person was telling us to arrenge the 4 helper",0,1
6420,6420,"['first', 'lg', 'service', 'poor', 'irresponsible', 'refrigerator', 'work', 'day', 'purchase', 'service', 'person', 'come', 'make', 'number', 'attempt', 'raise', 'complaint', 'say', 'part', 'unavailable', 'visit', 'day', 'day', 'service', 'person', 'visit', 'action', 'take', 'place', 'bad', 'experience', 'would', 'never', 'recommend', 'go', 'lg', 'product', 'poor', 'service', 'delivery']",1,"First of all the LG service is too poor, they are very irresponsible. My refrigerator is not working only after 15 days of purchase. The service person came after making a number to attempts to raise complaint and said some part is unavailable so will visit again after a few days. Now it’s more than 8 days that the service person visited and no action has been taken place. Very very bad experience I would never recommend to go for any LG products just because of its poor service and delivery.",0,1
6421,6421,"['bring', 'refrigerator', 'model', 'gltjds', 'amazon', 'with', 'one', 'year', 'use', 'july', 'report', 'customer', 'care', 'regard', 'cool', 'issue', 'technician', 'come', 'check', 'home', 'days', 'technician', 'come', 'replace', 'fan', 'unit', 'days', 'one', 'year', 'suffer', 'defective', 'fan', 'report', 'cool', 'issue', 'service', 'request', 'sendtechnician', 'come', 'home', 'inform', 'compressor', 'work', 'go', 'back', 'ask', 'purchase', 'bill', 'still', 'know', 'next', 'step', 'check', 'service', 'request', 'status', 'show', 'complete', 'problem', 'still', 'solve', 'information', 'action', 'next', 'step', 'call', 'service', 'centere', 'tell', 'take', 'one', 'week', 'get', 'spare', 'partsafter', 'one', 'week', 'change', 'compressor', 'drierthen', 'one', 'week', 'sound', 'run', 'inform', 'service', 'centre', 'come', 'check', 'find', 'circuit', 'board', 'damageafter', 'days', 'change', 'damage', 'part', 'pay', 'two', 'year', 'period', 'work', 'two', 'major', 'breakdown', 'product', 'happen', 'like', 'feel', 'product', 'bad', 'suffer', 'daily', 'busy', 'family', 'life']",1,"I brought refrigerator model GL-T372JDS3 from Amazon 30.08.2021.With one year use on 12July2022 reported customer care regarding cooling issue, technician came and check on home, after that 10days technician again came and replace fan unit. More than 10days with in one year we will suffer for defective fan.
on 01.12.2023 I will reported cooling issue service request send,technician came on home they inform compressor not working, after that they go back and ask purchase bill. Still we don't knew what is the next step. I will check on service request status it shows completed, but problem still not solve and no information what is the action for next step. I will call service centere they told it will take more than one week to get spare parts.After one week change compressor and drier.Then again one week some sound while running, inform services centre they came and check found circuit board damage.After 5days they change damage parts and we will pay.
With in two year period of working two major breakdown of your product happen to me. Like this i feel your product is very bad so that we will suffer on our daily busy family life.",0,1
